Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Dimension,Source Type
7th Airborne Battalion,2,battalion,Noun,base,battalion,,NaturalWikiText
"Keynesian economics , they believed , was weakening Britain",4,believe,Verb,past,believed,,NaturalWikiText
β ( tetragonal ) stable from 668 ° C to 775 ° C,4,stable,Noun,positive,stable,,NaturalWikiText
They discovered the isotope 253Es ( half @-@ life 20 @,6,half,Noun,base,half,,NaturalWikiText
= = Empress Dowager Lü 's rule = =,6,rule,Noun,base,rule,,NaturalWikiText
The deal was reportedly for £ 1 million,1,deal,Noun,base,deal,,NaturalWikiText
"Ultimately , tens of thousands of Serbs were deported from the occupied territories",11,occupy,Verb,past,occupied,,NaturalWikiText
= Cyclone Helen ( 2008 ) =,1,cyclone,Noun,singular,cyclone,,NaturalWikiText
"= Sir William Gordon @-@ Cumming , 4th Baronet =",1,sir,Verb,base,sir,,NaturalWikiText
"@ 7 , equivalent to approximately 10 @",3,equivalent,Noun,base,equivalent,,NaturalWikiText
@ 1 hands for mares,2,hand,Noun,plural,hands,,NaturalWikiText
"@ 2 % cycled , while only 3 @",5,while,Noun,singular,while,,NaturalWikiText
= = Director of Public Safety = =,5,safety,Noun,base,safety,,NaturalWikiText
Both these highways were extended south about 0 @,2,highway,Noun,plural,highways,,NaturalWikiText
"A Gates : A3 , A5 , A7 , A8 , A10 – 12 , A14 , A15 , A17 – 23",1,gate,Noun,base,gates,,NaturalWikiText
The Swedish alphabet is completely identical to the Finnish alphabet,5,identical,Noun,singular,identical,,NaturalWikiText
= = = Turing 's test = = =,5,test,Noun,singular,test,,NaturalWikiText
Lois receives the blessing from Lana,1,receive,Verb,base,receives,,NaturalWikiText
2000 - The core VPM algorithm was finalized,3,core,Noun,base,core,,NaturalWikiText
"For the Hindi dubbed version , T",3,dub,Verb,past,dubbed,,NaturalWikiText
= = = Hopes for recovery = = =,3,hope,Verb,base,hopes,,NaturalWikiText
"Once again , intelligence estimates of Japanese strength were questionable",4,estimate,Noun,base,estimates,,NaturalWikiText
Hazard is the eldest of four children,3,eldest,Noun,positive,eldest,,NaturalWikiText
"For the MLB Reds , Hanigan hit",6,hit,Verb,singular,hit,,NaturalWikiText
Guns : 2 × 30 mm ( 1 @,0,gun,Noun,base,guns,,NaturalWikiText
I think he is also a realist,1,think,Verb,singular,think,,NaturalWikiText
No doubt seriously,0,no,Noun,singular,no,,NaturalWikiText
The airframe was a H @-@ 1 variant rebuild,7,variant,Noun,positive,variant,,NaturalWikiText
The Utah section runs east – west for 232 @,2,section,Noun,base,section,,NaturalWikiText
Although constitutional challenges to U,2,challenge,Noun,base,challenges,,NaturalWikiText
= Dwarf ( Dungeons & Dragons ) =,1,dwarf,Adjective,positive,dwarf,,NaturalWikiText
Smash accepts a scholarship to the prestigious TMU,3,scholarship,Verb,singular,scholarship,,NaturalWikiText
I populated yesterday.,1,populate,Verb,past,populated,Tense/Aspect,Template
= = Modifying the IPA chart = =,5,chart,Verb,base,chart,,NaturalWikiText
= = = Duke of Slavonia ( 1220 – 26 ) = = =,3,duke,Noun,base,duke,,NaturalWikiText
Urse d 'Abetot was the Sheriff of Worcestershire from around 1069 to around 1108,5,sheriff,Noun,base,sheriff,,NaturalWikiText
Golden Foot : 2004,0,golden,Noun,singular,golden,,NaturalWikiText
"= = = Silent films , 1925 – 28 = = =",3,silent,Noun,positive,silent,,NaturalWikiText
"@ 61 , leaving $ 208 @",3,leave,Verb,base,leaving,,NaturalWikiText
""" Soldier "" ( Ruslan Sirota ) 7 : 07",1,soldier,Noun,singular,soldier,,NaturalWikiText
"Electromagnetism : Maxwell 's equations , birefringence",2,maxwell,Noun,singular,maxwell,,NaturalWikiText
These sequencing technologies allow the production of potentially millions of sequences concurrently,10,sequence,Noun,base,sequences,,NaturalWikiText
= Superman : Escape from Krypton =,3,escape,Verb,base,escape,,NaturalWikiText
"The divorce was finalized on June 9 , 2010",1,divorce,Noun,base,divorce,,NaturalWikiText
The book was a bestseller,1,book,Verb,singular,book,,NaturalWikiText
= = = = Iron blast furnaces = = = =,5,blast,Noun,base,blast,,NaturalWikiText
""" Confessions Part II """,2,part,Noun,positive,part,,NaturalWikiText
Every motion was perfect,3,perfect,Noun,base,perfect,,NaturalWikiText
The function f ( r ) =,1,function,Noun,base,function,,NaturalWikiText
@ 5 trillion insects,3,insect,Noun,plural,insects,,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lie,Verb,past,lay,,NaturalWikiText
Sun Tzu : The Keeper of CEO 's Conscience ( 1997 ),0,sun,Noun,singular,sun,,NaturalWikiText
Memoirs of Ernest II : Duke of Saxe @-@ Coburg @-@ Gotha,5,duke,Noun,base,duke,,NaturalWikiText
It is large than before.,2,large,Adjective,comparative,large,Degree,Template
= = = Declining rail usage = = =,4,rail,Noun,singular,rail,,NaturalWikiText
( DSM code 295 @,2,code,Noun,base,code,,NaturalWikiText
Shall hide me from the tasteless world for ever,1,hide,Verb,singular,hide,,NaturalWikiText
"A rapid , 3 @",1,rapid,Noun,singular,rapid,,NaturalWikiText
= = = Stepping down : 2006 – 08 = = =,4,down,Verb,positive,down,,NaturalWikiText
The eggshells were very thin ( about 0 @,4,thin,Noun,base,thin,,NaturalWikiText
= = = Byzantine recovery of Chios = = =,3,byzantine,Noun,singular,byzantine,,NaturalWikiText
"Eleanor , Countess of Bar ( 1264 / 69 − 1298 )",4,bar,Noun,singular,bar,,NaturalWikiText
"( Spring , 2004 ) , pp",1,spring,Verb,singular,spring,,NaturalWikiText
= = = The commission 's report = = =,6,report,Verb,base,report,,NaturalWikiText
The 1887 set was designed by Hawes Craven,2,set,Verb,positive,set,,NaturalWikiText
Archimedes ' cattle problem,3,problem,Noun,singular,problem,,NaturalWikiText
"926 , Repton , is owned by the North Yorkshire Moors Railway",11,railway,Noun,singular,railway,,NaturalWikiText
= = = Chinese Foochow settlement = = =,5,settlement,Noun,singular,settlement,,NaturalWikiText
The investigations of these teachings were conducted by the Bishops of Paris,9,bishop,Noun,base,bishops,,NaturalWikiText
""" Air Ship "" – 6 : 11",2,ship,Noun,singular,ship,,NaturalWikiText
I hurt yesterday.,1,hurt,Verb,past,hurt,Tense/Aspect,Template
= = 1964 Gabon coup d 'état = =,4,coup,Noun,base,coup,,NaturalWikiText
= Little Wapwallopen Creek =,1,little,Noun,singular,little,,NaturalWikiText
a duly constituted government exercising full power,5,full,Noun,positive,full,,NaturalWikiText
Troilus is discussed throughout,2,discuss,Verb,past,discussed,,NaturalWikiText
"Pan Tadeusz , 1834",0,pan,Noun,positive,pan,,NaturalWikiText
"Carlsen – Boris Gelfand , Tal Memorial ( 2011 ) , Slav Defense : Quiet Variation",14,quiet,Verb,singular,quiet,,NaturalWikiText
= = Albany legal practice = =,4,practice,Noun,singular,practice,,NaturalWikiText
The Garden of Words,1,garden,Noun,singular,garden,,NaturalWikiText
Several cultivars of P,0,several,Noun,singular,several,,NaturalWikiText
= = = Liberal rebellions of 1842 = = =,3,liberal,Noun,singular,liberal,,NaturalWikiText
Some medications affect the monoamine receptors directly,2,affect,Verb,base,affect,,NaturalWikiText
"Thomson , Grace F",2,grace,Noun,base,grace,,NaturalWikiText
= = = Resumption of cricket = = =,5,cricket,Noun,base,cricket,,NaturalWikiText
The formation of the Avon Gorge is the subject of mediaeval mythology,8,subject,Noun,positive,subject,,NaturalWikiText
"1981 Homeworld , Central Library , Willen Hospice",4,library,Noun,singular,library,,NaturalWikiText
= December 1964 South Vietnamese coup =,5,coup,Noun,base,coup,,NaturalWikiText
Fireman 's carry flapjack,2,carry,Verb,base,carry,,NaturalWikiText
"Book II , Aen",0,book,Verb,base,book,,NaturalWikiText
"Artillery Reserve , commanded by Brig",1,reserve,Noun,singular,reserve,,NaturalWikiText
Constitutional formalities were observed thereby,3,observe,Verb,past,observed,,NaturalWikiText
"After Nissan 's new sounds were publicized , the U",4,sound,Noun,base,sounds,,NaturalWikiText
"14 @,@ 000 buck & ball cartridges - flint",5,ball,Noun,base,ball,,NaturalWikiText
Eventually Eva falls terminally ill,2,fall,Noun,base,falls,,NaturalWikiText
"He embarked for New York on September 14 , arriving on September 27",9,arrive,Verb,base,arriving,,NaturalWikiText
Only you arrive,2,arrive,Verb,base,arrive,,NaturalWikiText
for all compactly supported functions f,4,function,Noun,base,functions,,NaturalWikiText
"Oxford were "" occasionally looked after "" by H",4,look,Verb,past,looked,,NaturalWikiText
= = = Previous production attempt = = =,5,attempt,Verb,base,attempt,,NaturalWikiText
He wrongly thought they were protozoan parasites,2,thinck,Verb,past,thought,,NaturalWikiText
"Among many Betsimisaraka , the eel is considered sacred",8,sacre,Verb,past,sacred,,NaturalWikiText
The placement of the Oklahoma / New Mexico border represents the true 103rd Meridian,11,TRUE,Noun,positive,true,,NaturalWikiText
Compilations / Guest appearances,2,guest,Noun,singular,guest,,NaturalWikiText
* All Times Eastern,2,time,Noun,base,times,,NaturalWikiText
@ 3 % of the vote,5,vote,Noun,base,vote,,NaturalWikiText
= Ipswich serial murders =,2,serial,Noun,positive,serial,,NaturalWikiText
Senate from 1859 to 1865,0,senate,Noun,singular,senate,,NaturalWikiText
"The Americans , however , wanted to punish those personally responsible for the killings",10,responsible,Noun,positive,responsible,,NaturalWikiText
""" Matinee Idol "" – 3 : 08",2,idol,Noun,singular,idol,,NaturalWikiText
"Royal Australian Navy , 1942 – 1945",0,royal,Noun,positive,royal,,NaturalWikiText
= = = Philosophy of biology = = =,3,philosophy,Noun,singular,philosophy,,NaturalWikiText
"Wool Exchange , Bradford",1,exchange,Noun,singular,exchange,,NaturalWikiText
After passing 0 @,1,passe,Verb,base,passing,,NaturalWikiText
"New Haven , Conn",1,haven,Noun,base,haven,,NaturalWikiText
The fleet anchored off Helgoland on 8 – 11 September,1,fleet,Noun,positive,fleet,,NaturalWikiText
150 kg ) per minute,4,minute,Noun,singular,minute,,NaturalWikiText
= = = Life Education Programme = = =,5,programme,Noun,singular,programme,,NaturalWikiText
The Inner Cradle is roamed by Puppets,1,inner,Noun,positive,inner,,NaturalWikiText
= = = Metroid Prime 3 : Corruption = = =,4,prime,Noun,singular,prime,,NaturalWikiText
Everybody saw what happened,1,see,Verb,past,saw,,NaturalWikiText
= Winkler County nurse whistleblower case =,5,case,Noun,base,case,,NaturalWikiText
= = Meaning of accretion = =,2,meaning,Noun,singular,meaning,,NaturalWikiText
Tourism is the most significant contributor to Kalimpong 's economy,4,significant,Noun,singular,significant,,NaturalWikiText
= = = Court of Appeals = = =,3,court,Noun,base,court,,NaturalWikiText
""" Atom Dance "" – 2 : 34",2,dance,Noun,base,dance,,NaturalWikiText
"@ 2 chains "" ( 6 @",2,chain,Noun,plural,chains,,NaturalWikiText
Raytheon – produces the infrared seeker ;,2,produce,Verb,base,produces,,NaturalWikiText
= 2012 Paris – Nice =,4,nice,Noun,singular,nice,,NaturalWikiText
He is also a devout Protestant,5,protestant,Noun,singular,protestant,,NaturalWikiText
""" Halo "" – 4 : 22",1,halo,Noun,base,halo,,NaturalWikiText
Bedser bowled 44 @,1,bowl,Noun,past,bowled,,NaturalWikiText
R ' is the marginal revenue,5,revenue,Noun,singular,revenue,,NaturalWikiText
Buitenzorg : Lie Kim Hok,2,lie,Verb,singular,lie,,NaturalWikiText
"H , 22nd Regiment",3,regiment,Noun,singular,regiment,,NaturalWikiText
"Levine , editor for Scholastic , the U",2,editor,Noun,singular,editor,,NaturalWikiText
"Lana , David 's secretary",4,secretary,Verb,singular,secretary,,NaturalWikiText
The Huangs raised $ 1 @,2,raise,Verb,past,raised,,NaturalWikiText
""" Bounce "" ( Instrumental ) – 2 : 46",4,instrumental,Noun,singular,instrumental,,NaturalWikiText
Debra 's floods accounted for most of the month 's rainfall,2,flood,Noun,base,floods,,NaturalWikiText
= Ralph Waldo Christie =,1,ralph,Verb,base,ralph,,NaturalWikiText
Ministry of the Environment,3,environment,Noun,singular,environment,,NaturalWikiText
= = = Selfish worker policing = = =,4,worker,Noun,singular,worker,,NaturalWikiText
= = = South East raids = = =,5,raid,Noun,base,raids,,NaturalWikiText
""" The Climb "" – 3 : 36",2,climb,Verb,base,climb,,NaturalWikiText
= Turban Head eagle =,3,eagle,Noun,base,eagle,,NaturalWikiText
= = = Fingerprints on rifle = = =,5,rifle,Noun,base,rifle,,NaturalWikiText
= = = Alive or Just Breathing ( 2001 – 2004 ) = = =,5,just,Noun,base,just,,NaturalWikiText
stories from both Donald A,0,story,Noun,base,stories,,NaturalWikiText
BAE Systems was formed on 30 November 1999 by the £ 7 @,1,system,Noun,plural,systems,,NaturalWikiText
""" Territorial Pissings "" – 2 : 55",1,territorial,Noun,positive,territorial,,NaturalWikiText
Gammon 's Chance,2,chance,Noun,singular,chance,,NaturalWikiText
"Most wins : 59 , 2008 – 09",1,win,Verb,base,wins,,NaturalWikiText
was underselling them to the extent of £ 20 a ton,5,extent,Noun,singular,extent,,NaturalWikiText
London : Hamish Hamilton,3,hamilton,Noun,singular,hamilton,,NaturalWikiText
XVIII Airborne Corps,2,corp,Noun,plural,corps,,NaturalWikiText
1 to survive,2,survive,Verb,base,survive,,NaturalWikiText
"Besides parasitizing the host ant , P",3,host,Noun,singular,host,,NaturalWikiText
@ 08 km ) by the New Jersey Turnpike Authority,8,turnpike,Noun,base,turnpike,,NaturalWikiText
1971 – 1972 : Fashion Plate ( October 1971 – January 1972 ),5,plate,Noun,singular,plate,,NaturalWikiText
= = = Expansion of the scene = = =,6,scene,Noun,base,scene,,NaturalWikiText
Extracts prepared from G,1,prepare,Verb,past,prepared,,NaturalWikiText
= = = Noteworthy acts passed by 39th Parliament = = =,5,passe,Verb,past,passed,,NaturalWikiText
Bradburn quickly booked passage to Matamoros,3,passage,Noun,base,passage,,NaturalWikiText
@ 5 mg ) of metal toxins for every kilo of fertilizer,5,metal,Noun,singular,metal,,NaturalWikiText
We were impressed,2,impress,Verb,past,impressed,,NaturalWikiText
Freedom River Florida 1845,1,river,Noun,base,river,,NaturalWikiText
"Cook , Hobart R",0,cook,Verb,base,cook,,NaturalWikiText
String Arranger : David Campbell,0,string,Noun,singular,string,,NaturalWikiText
= The Baby Shower ( Seinfeld ) =,2,baby,Noun,base,baby,,NaturalWikiText
= Castlevania : Lords of Shadow =,3,lord,Noun,plural,lords,,NaturalWikiText
Navy 1956 tables = = =,2,table,Noun,base,tables,,NaturalWikiText
"Jessen , Wade ; Evans Price , Deborah ; Stark , Phyllis ( February 23 , 2002 )",5,price,Noun,base,price,,NaturalWikiText
"Neither of the album 's singles were particularly successful , charting anywhere",5,single,Noun,base,singles,,NaturalWikiText
4 + 4 C ( s ) → 3 Fe ( s ) + 4 CO ( g ),15,co,Noun,singular,co,,NaturalWikiText
Senate Diabetes Caucus,0,senate,Noun,singular,senate,,NaturalWikiText
= = = Chemical bonding explained = = =,3,chemical,Noun,singular,chemical,,NaturalWikiText
Schyster ) teased Ramon about the match,6,match,Noun,singular,match,,NaturalWikiText
NY 120 was rerouted to serve Rye again c,5,serve,Noun,base,serve,,NaturalWikiText
@ 7 mi ) to the rear,6,rear,Verb,base,rear,,NaturalWikiText
Fischer was a charter inductee into the U,3,charter,Noun,singular,charter,,NaturalWikiText
""" He further explained :",2,upriver,Adjective,positive,further,,NaturalWikiText
""" Chipotle also offers a children 's menu",3,offer,Noun,plural,offers,,NaturalWikiText
3rd Airborne Battalion,2,battalion,Noun,base,battalion,,NaturalWikiText
"27 December : Sehet , welch eine Liebe hat uns der Vater erzeiget , BWV 64",8,hat,Noun,singular,hat,,NaturalWikiText
Chronic gastritis is likely to underlie H,3,likely,Noun,positive,likely,,NaturalWikiText
= Miscellaneous solo piano compositions ( Rachmaninoff ) =,2,solo,Noun,positive,solo,,NaturalWikiText
Aerial stuntmen B,0,aerial,Noun,positive,aerial,,NaturalWikiText
= = = = Los Angeles Kings ( 2015 @-@ 16 ) = = = =,6,king,Noun,plural,kings,,NaturalWikiText
"The episode aired on November 5 , 2014",1,episode,Noun,singular,episode,,NaturalWikiText
Rockets : 16 × RP @-@ 3,0,rocket,Verb,base,rockets,,NaturalWikiText
Navy to rescue them,2,rescue,Verb,singular,rescue,,NaturalWikiText
The stadium primarily hosts Sunderland A,3,host,Noun,plural,hosts,,NaturalWikiText
= = = Tara 's warning = = =,5,warning,Noun,singular,warning,,NaturalWikiText
@ 5 ° to the east of Beta Aurigae,7,beta,Noun,positive,beta,,NaturalWikiText
Bloc Québécois leader : Gilles Duceppe,2,leader,Noun,singular,leader,,NaturalWikiText
@ 5 million cast,3,cast,Verb,base,cast,,NaturalWikiText
""" Be with You """,2,with,Noun,singular,with,,NaturalWikiText
14 July 1954 : WB771 the prototype HP,6,prototype,Noun,base,prototype,,NaturalWikiText
"@ 8 % ) , Germans ( 8 @",5,german,Noun,plural,germans,,NaturalWikiText
= = = ATP Masters tournaments = = =,4,master,Noun,base,masters,,NaturalWikiText
The amount of goods plunged from 3 @,1,amount,Noun,singular,amount,,NaturalWikiText
The stairway projected 1 @,2,project,Noun,past,projected,,NaturalWikiText
Qd1 Nd3 mate,2,mate,Noun,singular,mate,,NaturalWikiText
"Palm cockatoo , Probosciger aterrimus ( Gmelin , 1788 ) ( 4 subspecies )",0,palm,Noun,singular,palm,,NaturalWikiText
"on June 12 , a plume of ash billowed 2 @",7,ash,Noun,singular,ash,,NaturalWikiText
ranges from 8 @,0,range,Noun,base,ranges,,NaturalWikiText
Rope @-@ assisted enzuigiri,2,assist,Verb,past,assisted,,NaturalWikiText
"Gwilym Simcock – jazz pianist , composer",3,jazz,Noun,base,jazz,,NaturalWikiText
"Moreover , the industry provides employment to approximately 1 @",4,provide,Verb,base,provides,,NaturalWikiText
= = = Board of Directors = = =,3,board,Noun,base,board,,NaturalWikiText
