Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Source Type
"Tucker , George ( 1827 )",0,tucker,Verb,base,tucker,NaturalWikiText
"Tucker , George ( 1837 )",0,tucker,Verb,base,tucker,NaturalWikiText
"Tucker was a hardened sinner ,",0,tucker,Verb,singular,tucker,NaturalWikiText
"Recollections of Eleanor Rosalie Tucker ( Lynchburg , 1819 )",4,tucker,Verb,singular,tucker,NaturalWikiText
"Tucker , George ( 1824 )",0,tucker,Verb,singular,tucker,NaturalWikiText
"Tucker , George ( 1827 )",0,tucker,Verb,singular,tucker,NaturalWikiText
"Tucker , George ( 1837 )",0,tucker,Verb,singular,tucker,NaturalWikiText
Professor Layton vs,0,professor,Noun,singular,professor,NaturalWikiText
Professor Layton vs,0,professor,Noun,singular,professor,NaturalWikiText
Professor Bryan L,0,professor,Noun,singular,professor,NaturalWikiText
MSU dairy professor G,2,professor,Noun,singular,professor,NaturalWikiText
After professor Johs,1,professor,Noun,singular,professor,NaturalWikiText
General Dwight D,0,general,Noun,base,general,NaturalWikiText
11 ( General Reconnaissance ) Squadron,2,general,Noun,base,general,NaturalWikiText
20 ( General Reconnaissance ) Squadron,2,general,Noun,base,general,NaturalWikiText
32 ( General Reconnaissance ) Squadron,2,general,Noun,base,general,NaturalWikiText
Einstein 's General Theory of Relativity,2,general,Noun,base,general,NaturalWikiText
General Dwight D,0,general,Noun,singular,general,NaturalWikiText
11 ( General Reconnaissance ) Squadron,2,general,Noun,singular,general,NaturalWikiText
20 ( General Reconnaissance ) Squadron,2,general,Noun,singular,general,NaturalWikiText
32 ( General Reconnaissance ) Squadron,2,general,Noun,singular,general,NaturalWikiText
Einstein 's General Theory of Relativity,2,general,Noun,singular,general,NaturalWikiText
General Dwight D,0,general,Noun,positive,general,NaturalWikiText
11 ( General Reconnaissance ) Squadron,2,general,Noun,positive,general,NaturalWikiText
20 ( General Reconnaissance ) Squadron,2,general,Noun,positive,general,NaturalWikiText
32 ( General Reconnaissance ) Squadron,2,general,Noun,positive,general,NaturalWikiText
Einstein 's General Theory of Relativity,2,general,Noun,positive,general,NaturalWikiText
"Legs McNeil recalled : "" I was shocked",0,leg,Noun,plural,legs,NaturalWikiText
The legs of Y,1,leg,Noun,plural,legs,NaturalWikiText
""" Greasy Legs "" – 1 : 28",2,leg,Noun,plural,legs,NaturalWikiText
The legs were brown,1,leg,Noun,plural,legs,NaturalWikiText
""" The Legs of WCW / WWE """,2,leg,Noun,plural,legs,NaturalWikiText
"Legs McNeil recalled : "" I was shocked",0,leg,Noun,base,legs,NaturalWikiText
The legs of Y,1,leg,Noun,base,legs,NaturalWikiText
""" Greasy Legs "" – 1 : 28",2,leg,Noun,base,legs,NaturalWikiText
The legs were brown,1,leg,Noun,base,legs,NaturalWikiText
""" The Legs of WCW / WWE """,2,leg,Noun,base,legs,NaturalWikiText
AIM @-@ 9 Sidewinder,0,aim,Noun,base,aim,NaturalWikiText
AIM @-@ 120 AMRAAM,0,aim,Noun,base,aim,NaturalWikiText
The aim of the U,1,aim,Noun,base,aim,NaturalWikiText
6 × AIM @-@ 120 AMRAAM,2,aim,Noun,base,aim,NaturalWikiText
2 × AIM @-@ 9 Sidewinder,2,aim,Noun,base,aim,NaturalWikiText
AIM @-@ 9 Sidewinder,0,aim,Noun,singular,aim,NaturalWikiText
AIM @-@ 120 AMRAAM,0,aim,Noun,singular,aim,NaturalWikiText
The aim of the U,1,aim,Noun,singular,aim,NaturalWikiText
6 × AIM @-@ 120 AMRAAM,2,aim,Noun,singular,aim,NaturalWikiText
2 × AIM @-@ 9 Sidewinder,2,aim,Noun,singular,aim,NaturalWikiText
I want to be clear,4,clear,Verb,base,clear,NaturalWikiText
@ 5 million ) to clear the most pressing obligations,5,clear,Verb,base,clear,NaturalWikiText
= On a Clear Night =,3,clear,Verb,base,clear,NaturalWikiText
= = = 2006 – 2009 : On a Clear Night = = =,9,clear,Verb,base,clear,NaturalWikiText
2007 : On a Clear Night,4,clear,Verb,base,clear,NaturalWikiText
I want to be clear,4,clear,Verb,positive,clear,NaturalWikiText
@ 5 million ) to clear the most pressing obligations,5,clear,Verb,positive,clear,NaturalWikiText
= On a Clear Night =,3,clear,Verb,positive,clear,NaturalWikiText
= = = 2006 – 2009 : On a Clear Night = = =,9,clear,Verb,positive,clear,NaturalWikiText
2007 : On a Clear Night,4,clear,Verb,positive,clear,NaturalWikiText
I want to be clear,4,clear,Verb,singular,clear,NaturalWikiText
@ 5 million ) to clear the most pressing obligations,5,clear,Verb,singular,clear,NaturalWikiText
= On a Clear Night =,3,clear,Verb,singular,clear,NaturalWikiText
= = = 2006 – 2009 : On a Clear Night = = =,9,clear,Verb,singular,clear,NaturalWikiText
2007 : On a Clear Night,4,clear,Verb,singular,clear,NaturalWikiText
The designation would also supplant NY 26A south of Croghan,2,would,Noun,singular,would,NaturalWikiText
"They would often deviate from the script , improvising freely",1,would,Noun,singular,would,NaturalWikiText
The Kern vulture would therefore represent a northwards divergence possibly sister to the S,3,would,Noun,singular,would,NaturalWikiText
Stolar would subsequently accede to president of Sega of America,1,would,Noun,singular,would,NaturalWikiText
"@ 5 million , your neighbors would thank you",6,would,Noun,singular,would,NaturalWikiText
"221 ; James Joyce 's Finnegan 's Wake ( 1939 ) , p",7,wake,Verb,base,wake,NaturalWikiText
Wake defeated Georgia Tech 9 – 6,0,wake,Verb,base,wake,NaturalWikiText
= = = Ashes of the Wake ( 2004 – 2005 ) = = =,6,wake,Verb,base,wake,NaturalWikiText
Ashes of the Wake ( 2004 ),3,wake,Verb,base,wake,NaturalWikiText
"Suddenly , the wake congregation disappears",3,wake,Verb,base,wake,NaturalWikiText
"221 ; James Joyce 's Finnegan 's Wake ( 1939 ) , p",7,wake,Verb,singular,wake,NaturalWikiText
Wake defeated Georgia Tech 9 – 6,0,wake,Verb,singular,wake,NaturalWikiText
= = = Ashes of the Wake ( 2004 – 2005 ) = = =,6,wake,Verb,singular,wake,NaturalWikiText
Ashes of the Wake ( 2004 ),3,wake,Verb,singular,wake,NaturalWikiText
"Suddenly , the wake congregation disappears",3,wake,Verb,singular,wake,NaturalWikiText
Astronomy : A Physical Perspective,3,physical,Noun,singular,physical,NaturalWikiText
= = = Lack of physical basis = = =,5,physical,Noun,singular,physical,NaturalWikiText
( 1967 ) Physical Fitness for Boys,3,physical,Noun,singular,physical,NaturalWikiText
( 1967 ) Physical Fitness for Girls,3,physical,Noun,singular,physical,NaturalWikiText
1863 : On the Physical Geography of the Malay Archipelago,4,physical,Noun,singular,physical,NaturalWikiText
Astronomy : A Physical Perspective,3,physical,Noun,positive,physical,NaturalWikiText
= = = Lack of physical basis = = =,5,physical,Noun,positive,physical,NaturalWikiText
( 1967 ) Physical Fitness for Boys,3,physical,Noun,positive,physical,NaturalWikiText
( 1967 ) Physical Fitness for Girls,3,physical,Noun,positive,physical,NaturalWikiText
1863 : On the Physical Geography of the Malay Archipelago,4,physical,Noun,positive,physical,NaturalWikiText
Stars below about 1 @,0,star,Noun,plural,stars,NaturalWikiText
"The film also stars Robert Downey , Jr",3,star,Noun,plural,stars,NaturalWikiText
= To the Stars ( album ) =,3,star,Noun,plural,stars,NaturalWikiText
= = = Improv All @-@ Stars = = =,6,star,Noun,plural,stars,NaturalWikiText
Beneath the Stars of Winter,2,star,Noun,plural,stars,NaturalWikiText
Stars below about 1 @,0,star,Noun,base,stars,NaturalWikiText
"The film also stars Robert Downey , Jr",3,star,Noun,base,stars,NaturalWikiText
= To the Stars ( album ) =,3,star,Noun,base,stars,NaturalWikiText
= = = Improv All @-@ Stars = = =,6,star,Noun,base,stars,NaturalWikiText
Beneath the Stars of Winter,2,star,Noun,base,stars,NaturalWikiText
I prefer Darin Morgan 's version of the character [,3,morgan,Noun,singular,morgan,NaturalWikiText
Morgan 's U,0,morgan,Noun,singular,morgan,NaturalWikiText
Morgan 's U,0,morgan,Noun,singular,morgan,NaturalWikiText
Morgan 's U,0,morgan,Noun,singular,morgan,NaturalWikiText
"Morgan , Alun ( 1978 )",0,morgan,Noun,singular,morgan,NaturalWikiText
a harmless soul leave,3,leave,Verb,base,leave,NaturalWikiText
"Candide , horrified , arranges for them to leave Britain immediately",8,leave,Verb,base,leave,NaturalWikiText
"According to Kumar , "" Asif trusted me enough to leave the delineation of Salim completely to me",10,leave,Verb,base,leave,NaturalWikiText
Crusher to leave,2,leave,Verb,base,leave,NaturalWikiText
I leave you a thirst for education,1,leave,Verb,base,leave,NaturalWikiText
a harmless soul leave,3,leave,Verb,singular,leave,NaturalWikiText
"Candide , horrified , arranges for them to leave Britain immediately",8,leave,Verb,singular,leave,NaturalWikiText
"According to Kumar , "" Asif trusted me enough to leave the delineation of Salim completely to me",10,leave,Verb,singular,leave,NaturalWikiText
Crusher to leave,2,leave,Verb,singular,leave,NaturalWikiText
I leave you a thirst for education,1,leave,Verb,singular,leave,NaturalWikiText
lupus erythematosus ) IgG can enter the nucleus,5,enter,Verb,base,enter,NaturalWikiText
""" Enter Sandman "" – 5 : 37",1,enter,Verb,base,enter,NaturalWikiText
""" Enter Sandman "" – 5 : 37",1,enter,Verb,base,enter,NaturalWikiText
""" Enter Sandman "" – 5 : 34",1,enter,Verb,base,enter,NaturalWikiText
""" Enter Sandman "" – 5 : 34",1,enter,Verb,base,enter,NaturalWikiText
lupus erythematosus ) IgG can enter the nucleus,5,enter,Verb,singular,enter,NaturalWikiText
""" Enter Sandman "" – 5 : 37",1,enter,Verb,singular,enter,NaturalWikiText
""" Enter Sandman "" – 5 : 37",1,enter,Verb,singular,enter,NaturalWikiText
""" Enter Sandman "" – 5 : 34",1,enter,Verb,singular,enter,NaturalWikiText
""" Enter Sandman "" – 5 : 34",1,enter,Verb,singular,enter,NaturalWikiText
"Masters , Kim ; Renée Montagne ( February 7 , 2008 )",0,master,Noun,plural,masters,NaturalWikiText
""" Masters Thesis , 1910",1,master,Noun,plural,masters,NaturalWikiText
Ezra Masters – Sergeant Dees,1,master,Noun,plural,masters,NaturalWikiText
= = = ATP Masters tournaments = = =,4,master,Noun,plural,masters,NaturalWikiText
"David Nalbandian ( 2007 Madrid Masters , 2007 Paris Masters )",5,master,Noun,plural,masters,NaturalWikiText
"Masters , Kim ; Renée Montagne ( February 7 , 2008 )",0,master,Noun,base,masters,NaturalWikiText
""" Masters Thesis , 1910",1,master,Noun,base,masters,NaturalWikiText
Ezra Masters – Sergeant Dees,1,master,Noun,base,masters,NaturalWikiText
= = = ATP Masters tournaments = = =,4,master,Noun,base,masters,NaturalWikiText
"David Nalbandian ( 2007 Madrid Masters , 2007 Paris Masters )",5,master,Noun,base,masters,NaturalWikiText
cyrtocristatus is about 72 % the size of P,6,size,Noun,base,size,NaturalWikiText
Imagination was digest size ( 7 @,3,size,Noun,base,size,NaturalWikiText
"The clutch size is 2 or 3 , occasionally 4",2,size,Noun,base,size,NaturalWikiText
They were then sorted by size,5,size,Noun,base,size,NaturalWikiText
The Poulson L3 cache size is 32 MB,4,size,Noun,base,size,NaturalWikiText
cyrtocristatus is about 72 % the size of P,6,size,Noun,singular,size,NaturalWikiText
Imagination was digest size ( 7 @,3,size,Noun,singular,size,NaturalWikiText
"The clutch size is 2 or 3 , occasionally 4",2,size,Noun,singular,size,NaturalWikiText
They were then sorted by size,5,size,Noun,singular,size,NaturalWikiText
The Poulson L3 cache size is 32 MB,4,size,Noun,singular,size,NaturalWikiText
"Here , they occupied a 5 @",3,occupy,Verb,past,occupied,NaturalWikiText
Indonesia occupied East Timor from December 1975 to October 1999,1,occupy,Verb,past,occupied,NaturalWikiText
"= = = Israel , Palestine & the occupied territories = = =",8,occupy,Verb,past,occupied,NaturalWikiText
"@ 8 % of Croatia was occupied by 26 @,@ 487 @",6,occupy,Verb,past,occupied,NaturalWikiText
"Ultimately , tens of thousands of Serbs were deported from the occupied territories",11,occupy,Verb,past,occupied,NaturalWikiText
Banner design ; St,3,st,Noun,singular,st,NaturalWikiText
"Filippo Luigi Gilii , a clergyman of St",7,st,Noun,singular,st,NaturalWikiText
"K , 23rd St",3,st,Noun,singular,st,NaturalWikiText
"Four public areas , St",4,st,Noun,singular,st,NaturalWikiText
Order of St,2,st,Noun,singular,st,NaturalWikiText
England semi @-@ professional,1,semi,Noun,singular,semi,NaturalWikiText
Semi @-@ finalist : 2004,0,semi,Noun,singular,semi,NaturalWikiText
"@ 39 % ) , public & semi public area of 1 @",7,semi,Noun,singular,semi,NaturalWikiText
UEFA European Championship Semi @-@ finalist : 1996,3,semi,Noun,singular,semi,NaturalWikiText
@ 57 kg ) of semi @-@ liquid nitroglycerin devised by ICI,5,semi,Noun,singular,semi,NaturalWikiText
"The British frigate was HMS Africaine , a new arrival to the Indian Ocean",2,frigate,Noun,singular,frigate,NaturalWikiText
"Pearl ( frigate , 32 , George Montagu )",2,frigate,Noun,singular,frigate,NaturalWikiText
"Iris ( frigate , 32 , George Dawson )",2,frigate,Noun,singular,frigate,NaturalWikiText
"Hermione ( frigate , 36 , Latouche )",2,frigate,Noun,singular,frigate,NaturalWikiText
A third frigate was visible on the horizon,2,frigate,Noun,singular,frigate,NaturalWikiText
The Key to Paris,1,key,Noun,base,key,NaturalWikiText
Difficulty of categorisation is a key attribute,5,key,Noun,base,key,NaturalWikiText
= = = Key to Paraguay = = =,3,key,Noun,base,key,NaturalWikiText
Air Florida canceled all flights from Miami to Key West,8,key,Noun,base,key,NaturalWikiText
""" Mission "" is the key",5,key,Noun,base,key,NaturalWikiText
The Key to Paris,1,key,Noun,singular,key,NaturalWikiText
Difficulty of categorisation is a key attribute,5,key,Noun,singular,key,NaturalWikiText
= = = Key to Paraguay = = =,3,key,Noun,singular,key,NaturalWikiText
Air Florida canceled all flights from Miami to Key West,8,key,Noun,singular,key,NaturalWikiText
""" Mission "" is the key",5,key,Noun,singular,key,NaturalWikiText
The Key to Paris,1,key,Noun,positive,key,NaturalWikiText
Difficulty of categorisation is a key attribute,5,key,Noun,positive,key,NaturalWikiText
= = = Key to Paraguay = = =,3,key,Noun,positive,key,NaturalWikiText
Air Florida canceled all flights from Miami to Key West,8,key,Noun,positive,key,NaturalWikiText
""" Mission "" is the key",5,key,Noun,positive,key,NaturalWikiText
@ 08 tonnes ( 3 @,2,tonne,Noun,plural,tonnes,NaturalWikiText
@ 82 tonnes ( 3 @,2,tonne,Noun,plural,tonnes,NaturalWikiText
@ 0 tonnes ( 100 @,2,tonne,Noun,plural,tonnes,NaturalWikiText
@ 0 tonnes ( 101 @,2,tonne,Noun,plural,tonnes,NaturalWikiText
@ 5 tonnes ( 2 @,2,tonne,Noun,plural,tonnes,NaturalWikiText
"Fred Coots , Haven Gillespie ) – 2 : 40",3,haven,Noun,base,haven,NaturalWikiText
"New Haven , Conn",1,haven,Noun,base,haven,NaturalWikiText
7 November 1917 – 11 September 1921 : The Most Honourable The Marchioness of Milford Haven,15,haven,Noun,base,haven,NaturalWikiText
11 September 1921 – 24 September 1950 : The Most Honourable The Dowager Marchioness of Milford Haven,16,haven,Noun,base,haven,NaturalWikiText
I certainly haven 't,2,haven,Noun,base,haven,NaturalWikiText
"Fred Coots , Haven Gillespie ) – 2 : 40",3,haven,Noun,singular,haven,NaturalWikiText
"New Haven , Conn",1,haven,Noun,singular,haven,NaturalWikiText
7 November 1917 – 11 September 1921 : The Most Honourable The Marchioness of Milford Haven,15,haven,Noun,singular,haven,NaturalWikiText
11 September 1921 – 24 September 1950 : The Most Honourable The Dowager Marchioness of Milford Haven,16,haven,Noun,singular,haven,NaturalWikiText
I certainly haven 't,2,haven,Noun,singular,haven,NaturalWikiText
Sherwood by Harper & Bros,4,bro,Noun,plural,bros,NaturalWikiText
""" 7 Chinese Bros",3,bro,Noun,plural,bros,NaturalWikiText
""" 7 Chinese Bros",3,bro,Noun,plural,bros,NaturalWikiText
The Holt Bros,2,bro,Noun,plural,bros,NaturalWikiText
Summing Lucas Bros,2,bro,Noun,plural,bros,NaturalWikiText
"The wingtips were extended , increasing the wingspan to 120 ft ( 36 @",5,increase,Verb,base,increasing,NaturalWikiText
The hostility of the nomenklatura toward Solidarity was rapidly increasing,9,increase,Verb,base,increasing,NaturalWikiText
= = Increasing public unrest = =,2,increase,Verb,base,increasing,NaturalWikiText
They exert a cooling effect by increasing the reflection of incoming sunlight,6,increase,Verb,base,increasing,NaturalWikiText
Increasing the urine pH to around 6 @,0,increase,Verb,base,increasing,NaturalWikiText
"The wingtips were extended , increasing the wingspan to 120 ft ( 36 @",5,increasing,Noun,singular,increasing,NaturalWikiText
The hostility of the nomenklatura toward Solidarity was rapidly increasing,9,increasing,Noun,singular,increasing,NaturalWikiText
= = Increasing public unrest = =,2,increasing,Noun,singular,increasing,NaturalWikiText
They exert a cooling effect by increasing the reflection of incoming sunlight,6,increasing,Noun,singular,increasing,NaturalWikiText
